code	product_name	energy_100g	proteins_100g	fat_100g	carbohydrates_100g	sugars_100g	energy-kcal_100g	saturated-fat_100g	salt_100g	sodium_100g	fiber_100g	fruits-vegetables-nuts-estimate-from-ingredients_100g	nutrition-score-fr_100g
0006446003520	Heidel, merry christmas minis chocolate bar	2406	7.5	40	52.5	50	575	25	0.1875	0.075	2.5	0	25
0006446004084	Confiserie heidel, milk chocolate	2423	5.26	39.47	52.63	50	579	23.68	0.1975	0.079	2.6	0	25
00064491	Sunflower Oil	3404	0.5	92	0.5	0.5	828	10.1	0.01	0.004	0.5	0	11
00064545	Gluten free hummus and chips												
00064644	Melon												
00064897													
0006491074766	Peanut butter natural crunchy	2665	25.2	51.1	20.4	3.8	637	10	0.1	0.04		0	
0006491326537	Sweet & Sour	1762	25.2631578947368	13.6842105263158	54.7368421052632	10.5263157894737	421.052631578947	2.63157894736842			14.7368421052632		
00065													
00065099831333333050022009080000241000009908505500036500880													
00065146	brown rice, red rice & quinoa	736	4.2	3.1	31.5	0.3	176	0.1	0.03	0.012			
0006517967300	Barracuda	883	23	12			211	3					
00065252	Pancake	1075	7.2	7.2	40	9.4	257	1	0.95	0.38	1.8	0	4
00065269	Pancakes au Chocolat belge	1155	6.6	9.7	39.8	15.1	276	2.8	0.55	0.22	1.5	6	5
00065443	Figues sèches	1268	2	0.3	68.2	36.9	303	0.1	0.01	0.004	9.3	50	5
00065504	M&S Green Williams Pears												
00065580	Lardon	1109	16	22	1.2	0.8	265	8.3					
0006597017414	Roasted & Salted Cashew Nuts	2431	16.7999992370605	47.7999992370605	30	5	581	8.5			3.29999995231628		
00066020	Pineapple Salsa	140	0	0	6.67	6.67	33.3	0	0.931	0.373		5	
0006604031280	Cookies & Cream  Caramel Corn	962	2	10	34	27	230	6			1		
0006614466997	Bacon	1782	12.962962962963	38.8888888888889	3.7037037037037	1.85185185185185	425.925925925926	14.8148148148148					
00066266	Sea Salt Caramels	2473	5.6	40.4	50.6	50.4	591	25.8	0.2	0.08			
00066327	Peanut butter filled pretzel	1943	14.285714285714	17.857142857143	60.714285714286	7.1428571428571	464.28571428571	3.5714285714286	1.6964285714286	0.67857142857144	3.5714285714286		
0006638440171	Microwave Basmati Rice	711	3.79999995231628	1.60000002384186	34.9000015258789	0.200000002980232	170	0.200000002980232			0.300000011920929		
00066402	8 Garlic & cheese bread sticks	1195	11.904761904762	8.3333333333333	40.47619047619	0	285.71428571429	4.7619047619048	1.6666666666667	0.66666666666668	2.4		
00066549	Sweet & Smoky BBQ	1933	7.2	19.6	61.8	4.3	462	1.7	1.2	0.48	4.9		6
0006669004953	Fischfilet Müllerin	389	14.3	0.6	7.6	0.1	93	0.3	1	0.4			
00067													
0006707													
0006729860024	Chicken sandwich	663	11.8000001907349	6.40000009536743	14.1999998092651		158.5				1.85000002384186		
00067546	Rotten rolls	1941	5.4	23	57.9	45.3	464	13.8	0.25	0.1			
00067591	Conference Pears	188	0.7	0.1	10.2	8.6	45	0.1	0.1	0.04			
0006766103511	Quark-Himbeer Strudelstücke	883	6.7	7.8	28	14	211	3.5	0.45	0.18			
0006769009001	Original Südtiroler Apfelstrudel-stücke	690	2.3	5	26.6	16.1	165	2.7	0.26	0.104			
0006769015323	Beignet aux pommes	799	2.4	8.9	24.4	10.6	191	4.6	0.6	0.24			
0006769091501	Strudel di mele	916	3.3	10	28	11	219	7.5	0.4	0.16			
0006778773	Traditional Pitmaster	1076	0	0	60	57.142857142857	257.14285714286	0	0.92857142857143	0.371428571428572	0		
00067850													
00067867	Trader joe's, natural mountain spring water	0	0	0	0		0		0	0		0	
00068	Biotiva Flosamen Psyllium Ganze Samen	192	3	0	3	0		0	0	0	88		
0006800097462	Organic honey												
0006800098469	Honey												
0006806271286	Croossant  U	192	9.8	124	48	8.7	46	16			1.9		
00068239	Merry Berry Preserve	1038	0.5	0.3	59.7	58.4	248	0.2	0.18	0.072			
00068244													
00068314	Pruneaux								0	0			
00068321	ceaser salad with chicken breasts	755	7.4509803921569	12.941176470588	8.6274509803922	1.1764705882353	180.39215686275	2.3529411764706	0.94117647058823	0.376470588235292			
0006834788114	Pumpkin overnight oats	536	3.20512820512821	3.20512820512821	213.461538461538	7.69230769230769	128.205128205128	0.320512820512821			3.84615384615385		
0006853	Collagen	1502	90	0.1	0.1	0.1	359		2	0.8			
00068615	HARIBO												
0006872100350	100% Whole Wheat Bread	915	9.375	2.34375	40.625	3.125	218.75	0.78125	1.0546875	0.421875	1.5625		
0006875520	Pumkin Spice Pancake	1423	10	2	74	24	340	0	2	0.8	10		
00068789	Rollmop Herrings	485	13.1	1.9	11.7	11	116	0.4	2.55	1.02	0.5	8	13
0006894530005	Lambertz, chocolate cookies	2209	5.56	27.78	63.89	36.11	528	16.67	0.3125	0.125	5.6	0	20
00069	Nana Minze												
00069119	agave											0	
00069276020235	Chutney, Hot Mango Hot	996	0	0	61.9	61.9	238	0	3.38582	1.354328	0	0	
00069276070056	Dopiaza Curry Simmer Sauce, Mild	418	1.43	4.29	10	5.71	100	0	0.70866	0.283464	2.1	0	
0006936600468	banana												
00069427	Sprout’s Gummi Bears	1255	3.3333333333333	0	70	43.333333333333	300	0					
0006952002550	Cookies ‘n Cream cocoa sandwich cookie	2092	2.5	25	67.5	40	500	12.5	0.9375	0.375			
0006952017042	Gewurz-Spekulatius	2015	3.7037037037037	18.518518518519	66.666666666667	25.925925925926	481.48148148148	7.4074074074074	0.50925925925925	0.2037037037037	0		
00069649	Dark chocolate cranberries	1813	3.3333333333333	23.333333333333	66.666666666667	53.333333333333	433.33333333333	13.333333333333	0	0	6.6666666666667		
0007	6K Protein natural Flavour	1582	85	1.6	3.6	1.1	378	0.2	1.8	0.72	3.1	0	8
0007000002423													
0007000019025	Quiche chèvre tomate basilic individuelle												
0007000100013	halal												
0007000703													
0007001055589													
0007020003202	Pâté vaudois												
00070256													
00070265	Yael												
00070407												19.95	
0007041832	Paleta de cebo ibérica												
00070430	Creamy Chicken Pie	1172	11.7	16.6	20.3	1	280	6.9	0.5	0.2			11
00070553	Sausage Rolls	1569	6.8	26.4	26.1	1	375	11.4			2.9	0	
000706	Boscuits roses de Reims												
00070650800091	Red Curry Spice	540	14.29	0	14.29	14.29	129	0	9.32434	3.729736	14.3	9.09090909090909	
00070650800312	Coconut Ginger Rice	1674	8	6	72	2	400	2	2.032	0.8128	2	0	
00070650800367	Sweet Chili Sauce	987		0	54.55	54.55	236		2.30886	0.923544		0	
00070662455029	Top Ramen Noodle Soup	1891	11.9	16.67	64.29	0	452	8.33	4.5974	1.83896	4.8	0	
00070686													
000708	Matcha juka												
00071	Huile de ricin												
00071018	Muffin pâte à tartiner chocolat noisette maison	1401	5.0799999237061	13.720000267029	46.810001373291	28.290000915527	334.92999267578	6.9699997901917	0.63999998569489	0.255999994277956			
00071055	Rhubarb Crumble	1092	3.7	10.8	36.4	18.2	261	7	0.03	0.012			
00071093	Hollow Milk Chocolate Decorated R2D2	2251	6.8	32.5	53.7	53.5	538	20.1	0.2	0.08	1.7	0	25
0007110000043	biscuits cuillères												
00071185	Spiketail the dinosaur	2163	6.1	29.3	56.4	56.1	517	18.1	0.18	0.072		0	26
00071192	Marzipan Spring Fruits	1807	5.7	16.3	63.2	61.1	432	1.4	0.1	0.04			
00071211	Kaiser Rolls, 6-Pack											0	
000712257	Donuts	1594	4.7619047619048	16.666666666667	50	21.428571428571	380.95238095238	2.3809523809524	1.4880952380952	0.59523809523808			
00071234903200240769322010												0	
00071246	M&S fruit jellies	1448	0.1	1	83.7	67.8	346	0.7	0.15	0.06			
00071314	Mango Pineapple & Passion Fruit Smoothie	285	0.5	0.5	15	12	68	0.5	0.1	0.04			
00071321	Smoothie Vanilla Bean Maple Syrup & Yogurt	397	0.1			11.4	95	2.2	0.13	0.052	0.5		
00071338	Smoothie super Berry	364	2.3	1.9	14.8	9.4	87	1	0.1	0.04	0.6		17
00071406	Super broccoli spinach & pea soup	142	2.1	1.3	2.7	1.7	34	0.2	0.38	0.152	1.6	29	-1
0007141451074	Parmigiano Reggiano												
00071505	98% Fat free Sourdough Wheat Breas	1023	8.8888888888889	1.1111111111111	48.888888888889	0	244.44444444444	0	1.1666666666667	0.46666666666668	2		
00071543	Aloe Vera Grape & Apple Juice	155	0.1			8.5	37	0.1	0.1	0.04	0.1		
00071550	Miel de fleurs d'été							0					
00071574	Smoothie Orange, Carrot & Mango	209	1.3	0.3	10.1	8.1	50	0.1	0.03	0.012	1	76	2
00071604	CRANBERRY & RASPERRY JUICE DRINK	29	0.2	0.1	1.1	1.1	7	0.1	0.1	0.04	0.1	29	2
0007172668618	Edamer												
0007174031502	All purpose flour	1534	10	0	76.666666666667	3.3333333333333	366.66666666667	0	0	0	3.3333333333333		
00071828001234	Extra Hot Chinese Mustard	837	0	10	20	0	200	0	3.302	1.3208		0	
00071839	Pepsi	184	0	0	10.9	10.9	44	0	0.01	0.004			
00072	HYLAURONIC ACID CREAM											0	
0007200000021	Sauce bolognaise												
00072083	Sandwich Poulet Rôti & Avocat	862	11.2	7.1	23	2.3	206	1	0.9	0.36			0
000721	biscuits cuillers											0	
0007212581167	Whey	1602	79	7.2	3.8	3.8	383	4.8					
00072220008579	Organic Nine Grain All Natural Bread	1167	11.63	4.65	48.84	9.3	279	0	1.0033	0.40132	4.7	0	
00072220008586	Organic 100% Whole Wheat	975	9.3	3.49	46.51	6.98	233	0	0.82804	0.331216	7	0	
00072220008593	Organic Great Seed	1071	11.63	5.81	44.19	9.3	256	0	0.88646	0.354584	7	0	
00072220009941	Mountain White	929	2.78	4.17	44.44	5.56	222	0	1.12776	0.451104	2.8	0	
00072220009989	Great Seed Bread	1151	5	8.75	42.5	5	275	0	0.9525	0.381	5	0	
00072250	Ananas Frais	188	0.4	0.2	9.7	9.7	45	0.1	0.01	0.004			
00072457990227	Fruit Spredad, Strawberry	0	0	0	0	0	0	0	0	0	0	0	
00072457990333	Fruit Spread, Raspberry	0	0	0	0	0	0	0	0	0	0	0	
00072700	Semi skimmed milk	197	3.6	1.8	4.8	4.8	47	1.1	1.1	0.44	0		
00072806004049	Long Grain Enriched Rice	1515	8.51	0	78.72		362	0	0	0		0	
00072830	Roasted & Salted Sunflower Seeds	2663	24.242424242424	51.515151515152	18.181818181818	3.030303030303	636.36363636364	7.5757575757576	1.3636363636364	0.54545454545456			
00072847	Pho Noodle Pot	264	1.5	0.6	12.4	1.4	63	0.2	0.48	0.192	0.8	0	
00072854	Tom Yum Noodle Pot	314	3	1.3	12.3	1.909	75	0.6	0.8	0.32	3	0	
00072861	Ramen noodle pot	310	3	1.1	12.4	1.7	74	0.2	0.55	0.22	1	0	0
00072878	Laksa noodle pot	335	2.1	1.6	14	2.2	80	0.8	0.48	0.192	0.7	0	1
0007293540374	Light egg nog	452	4.17	2.92	17.5	16.67	108	1.67	0.1775	0.071	0	0	3
000730	Sweet Stevia Tablets	0	0	0	0	0	0	0	0	0	0		0
0007300101789	Salame secchi	1644	25	28.571428571429	0	0	392.85714285714	10.714285714286	4.0178571428573	1.60714285714292			
00073059	4 milk white & dark chocolate brownies	2000	6	27.2	50.6	39.4	478	15.7	0.18	0.072	3.2	0	
0007320415309	Drop réglisse	1448	0.300000011920929	0.200000002980232	85.6999969482422	54.9000015258789	346	0.200000002980232			0.100000001490116		
00073214001156	Sweet Cherry Peppers	209	3.33	0	6.67	3.33	50	0	2.87782	1.151128	3.3	0	
00073214001347	Deli-Sliced Hot Jalapeno Peppers	71	0	0	3.33	0	17	0	3.21818	1.287272	0	14.2857142857143	
00073303	Soupe Potiron noix de muscade	184	1.3	0.6	7.4	3.3	44	0.1	0.73	0.292			
00073394	California garlic powder												
0007339857923	Tourte pomme de terre	1121	4.40000009536743	17	23	2	268	10			1.5		
0007340910280	Almonds	2893	9.1710758377425	71.957671957672	13.756613756614	3.8800705467372	691.35802469136	6.3492063492063	0	0	3.5273368606702		
00073448	21 Seasoning Salute	0	0	0	0	0	0	0	0	0		11.1111111111111	
00073455	grilled Cajun chicken breast, spicy wedges & sour cream	354	8.9	1.6	7.8	2.7		0.6	0.25	0.1	1.3	17	-4
00073554	Chicken & Bacon Carbonara	540	10.7	2.8	14.7	2	129	1.2	0.38	0.152	1.1		-3
00073592	Chargrilled Chicken & Courgetti	1109	6.7	3	1.7	0.7	265	1	0.1	0.04			
00073677	Tikka Chicken & Spiced Cauliflower Rice	289	8.4	2	3.3	0.6	69	0.5	0.23	0.092			
00073707	Katsu curry paste	674	3	8.1	17.6	10.1	161	0.8	1.85	0.74	2.6		
0007371000080	coquillettes												
00073844	Crushed Garlic	837	0	0	40		200	0	0	0		50	
00073882	Vintage cheddar	1741	25.4	34.9	0.1	0.1	416	21.7	1.81	0.724		0	18
00073899	Cornish Cove Cheddar	1720	22.9	34.4	1.9	1.1	411	21.2	1.38	0.552	1.2	0	15
000739	Assortiment d'amandes cacaotées et croustilles	2276	10	36	45	39	544	16	0.3	0.12		83	15
00073929	Black cherry & greec style yogurt	460	2.9	5.5	12.3	11.8	110	3.8	0.1	0.04	0.5	0	
00073974	Mango & Passion Fruit & Greek Style Yogurt Snack Pot	435	2.7	5.5	10.8	8.8	104	3.7	0.08	0.032	0.5	0	4
00074	Chlorure de magnésium (nigari)												
0007400612192	Cream Cheese  Spread	335	2	7	2	1	80	4.5					
000741002840001262010722	Prepare van de chef												
000742	Assortiments de Tuiles et Palets gourmants au chocolat	2364	7.8	39	42	40	565	23	0.1	0.04		0	25
00074292	Festive Granola	1870	9.6	15.5	64	23.4	447	2.6	0.05	0.02	6.4	0	
0007430039976	Venice maid foods, condensed soup, tomato	314	1.67	0	16.67	10	75	0	1.48	0.592	0.8	11.1111111111111	7
00074306	Purée de piment des antilles	1017	0.9	24.36	4.2	2.14	243	2.9	9.31	3.724			
0007432307653	Mini Dulci gomas												
0007434475824	Gurkenfässchen	117	0.6	0.5	4.9	4.7	28	0.1					
0007444132038	Gewürzketchup Curry Delikat 30% weniger Zuckerzusatz	1858	0.8	0.3	23.2	20.9	444	0.1					
0007444171099	Curry Ketchup												
000746	Étoiles de noël	1833					438						
00074698													
000747	Organic Protein Powder Vanilla Bean Flavored	1364	45.6521739130435	8.69565217391304	32.6086956521739		326.086956521739	1.08695652173913					
00074742	Taste the Difference Raspberry Conserve	1004	1	1	56	53	240	0.3	0.2	0.08	2.9	0	9
0007483848													
00074880030013	Sauce Mix	2301	5	35	40	10	550	20	10.414	4.1656	5	0	
00074880030037	Golden Curry, Sauce Mix	2301	5	35	45	10	550	20	12.573	5.0292	5	0	
00074880070033	Fried Rice Seasoning Mix	1569	0	0	75	0	375	0	17.78	7.112	0	2	
00074896	Apricot conserve	1000	0.5	0.5	8.8	8.4	239	0.1			1.4		
00074904040110	Banana												
0007495178900	Blueberry	1468	5.26315789473684	8.7719298245614	66.6666666666667	33.3333333333333	350.877192982456				5.26315789473684		
00074957	Corned beef crispbakes	843	9.8	9.5	18.4	1.3	201	2	0.8	0.32	1.5	0	0
00074988	Strawberry Conserve	1054	0.5	0.6	60.9	57.8	252	0.3	0.13	0.052			8
000750													
00075046	Popitas al punto de sal												
00075053	Mango et lime gum	753	0.1	0.4	73	0.1	180	0.1	0	0	1	0	
00075060	Mints	1033		1			247						
0007506382	Tutti free	1669	0.7	0	99	99	399	0	0	0			
0007506483													
00075084	Sugar free spearmint gum	741	0.1	0.1	0.1	0.1	177	0.1	0.1	0.04			
00075114	Sparking elderflower presse	33	0.1	0.8	0.1	0.1	8	0.4	0.1	0.04			
00075190	Sparkling Raspberry & Lemon	17	0.1	0.1	1	1	4	0.1	0.1	0.04	0.1		2
00075305	Nocciole e cacao	2226	5.9	30	58	55	532	5	0.1	0.04			
00075355	Café royal												
00075374	Whole wheat couscous	1488	13.3333	1.1111	75.5556	2.2222	355.5556	0	0.0555555	0.0222222	6.7	0	-6
00075398	courgette spaghetti	105	1.2	0.6	3.2	2.2	25	0.1	0.05	0.02	1.1	0	
00075404	Butternut Noodles	146	0.8	0.5	4.7	4.1	35	0.2	0.1	0.04			
00075411	Cajun spiced	1347	3	24	27	0	322	5	0.52	0.208			
00075435	Truffle Potato Chips	2343	5	41.666666666667	46.666666666667	1.6666666666667	560	8.3333333333333	1.4125	0.565	6.6666666666667		
00075459	Mediterranean style Orzo	297	3	2.6	7.1	3.6	71	0.8	0.8	0.32			
00075473	SuperGreen Salad	368	5.1	3.9	6.7	4.8	88	0.5	0.43	0.172	3	32	
00075497	Refried Black Beans	386	6.1538461538462	0.38461538461538	17.692307692308	0.38461538461538	92.307692307692	0	0.88461538461538	0.353846153846152			
0007569006443	Pommes de terre au romarin	2636	2.6	5.9	20.7	0.2	630	0.7	1	0.4			
0007569006535	Bratkartoffeln	598	2.5	4.8	21.4	0.4	143	2.7	0.1	0.04			
0007569006788	Kartoffelklöße												
00075758	Légumes & croûtons	272	0.5	3.3	8.3	1.8	65	1.5	0.6	0.24			
00075893	Extra	2079	8	25	57	21	497	12	0.63	0.252			
00076005	Bouger de potiron au curry veggie	950	11	12	15	0.5	227	3.3	1.1	0.44			
00076173													
00076186000028	Japanese Style Noodles & Chicken Flavored-Soup	1925	10	18	65	1	460	9	5.461	2.1844	3	0	
00076364	Natural fruit & nut selection	2000	12.9	27.1	40.3	34.9	478	3.1	0.1	0.04			
00076371	Natural Cashew Nuts	2527	21.8	47.5	20.5	4.4	604	7.3	0.05	0.02			
00076395	Tinned potatoes												
00076418	Roasted pistachio nuts	2573	22.5	52	10.1	7.9	615	6.8	0.1	0.04			14
00076432	Fruit & nut medley	2247	16	33.1	40.2	27.3	537	4.3	0.1	0.04		35	
00076463	Mixed nuts & raisins	2494	18.3	45.4	24.9	15	596	4.3	0.15	0.06		52.5	13
00076470	Natural almonds	2669	22.4	55.8	6.6	4.6	638	4.5	0	0			
000765	Thé noir Assam bio											0	
00076517	Banana & Berries	251	0.9	0.2	13.1	12	60	0.1	0.1	0.04	1	100	-4
00076524	Mango, Sultana & But Medley	1879	9	24.6	43.6	42.1	449	1.9	0.1	0.04			
0007653300655	Collagène peptide type1	1506	90				360						
00076579	Melon	96	0.6	0.1	4.1	4.1	23	0.1	0.03	0.012			
00076630	Broccoli											100	
00076647	Salade Fruit Mangue Pineapple Orange Melon	188	0.6	0.2	9.1	9.1	45	0.1	0.01	0.004		100	
00076708	Natural Mixed Nuts	2799	15.1	62.2	8.1	3.5	669	9	0.1	0.04			
00076715	Natural Nut Collection	657	3.7	13.7	3.9	1.2	157	1.8	0.01	0.004	9.2	100	-10
00076739	Soft Apricots	845	2.2	0.4	45.4	23	202	0.2	0.1	0.04	4.1	0	2
0007680044904	Caramelos de Vitamina C												
0007681	Knacki	460	2	0	26	22	110	0	0	0			
00077													
0007700026200	Miel								0	0			
00077101	Tuna & sweetcorn	1130	14.1	21.7	4	1	270	2.4	0.83	0.332	1.2	0	
00077125	Free range egg mayonnaise	1063	10.2	22.7	2	0.6	254	3.4	0.93	0.372		3.28571428571429	5
0007715997786	Alaska, creamy and delicious evaporated filled milk	556	6.67	6.67	10	10	133	0	0.25	0.1		0	0
000772	Vitamin B12											0	
00077569	Trois Bell Peppers	98	0	0	5.8823529411765	2.3529411764706	23.529411764706	0	0	0			
00077576	milk	197	3.6	1.8	4.8	4.8	47	1.1	0	0	4.8		
0007758582	Gazpacho	192	0.9	2.6	3.9	3.1	46	0.4	0.66	0.264			2
000777	Legion Whey (French Vanilla)	1550	81.5	0	7.41	0	370	0	0	0	0	0	-1
0007781502679	Flour tortillas	1046	7.1428571428571	7.1428571428571	46.428571428571	0	250	3.5714285714286	1.6071428571429	0.64285714285716	0		13
0007781502686	Flour tortilla	502	3	30	20	0	120	1.5	0.7	0.28	1		
0007781502693	Whole Wheat Flour Tortillas	1021	8.89	7.78	42.22	2.22	244	3.33	1.555	0.622	6.7	0	7
00077828	Fruit, Nut & Seed Granola	1870	12.4	16.9	56.6	10.1	447	1.9					
00077859	Re-fried beans	393	5.9	0.6	14	1.4	94	0.14	0.88	0.352			
0007796028157	Cassia Zimt												
0007796271	Tropicana douceur du matin	230	0.8	0	12	11	55	0	0	0			
00077996	MW Baking Powder												
00078	Whey Protein Isolate												
00078023	Self raising flour	1427	4.6	0.9	78	0.1	341	0	0.83	0.332			5
00078085	Fruit, nut and seed muesli	1577	11.1	11.6	51.6	18.8	377	1.8	0.15	0.06	10.9	6	
00078115	Mild Cheddar with Onions & Chives	1618	21.7	32.9	1.4	0.4		19.7	1.53	0.612	0.8	0	15
0007815002472	Flour tortillas	1046	7.1428571428571	7.1428571428571	46.428571428571	0	250	3.5714285714286	1.6071428571429	0.64285714285716	0		13
0007815002489	Flour Tortillas	1209	8.89	7.78	51.11	0	289	3.33	1.555	0.622	2.2	0	10
0007815002496	Tortillas de Harina	1108	7.3529411764706	7.3529411764706	45.588235294118	0	264.70588235294	2.9411764705882	1.5808823529412	0.63235294117648	1.4705882352941		
00078214													
00078320	Raw sunflower seeds	2663	24.242424242424	51.515151515152	12.121212121212	3.030303030303	636.36363636364	4.5454545454545	0	0			
0007840783162	Wheat flour pellets												
00078504	Lemon Curd	1393	3.33	10	60	60	333	5	0	0	0	0	18
00078684962026	Bunge, Clear Liquid Soybean Frying Oil	3887	0	100	0		929	14.29	0	0		0	
00078696	Chargrilled chicken & edamame	602	14.2	7.8	1.7	0.5	144	2	0.48	0.192			
0007872230610	JUDIAS VERDES JAMON	290	3.5	3.70000004768372	3.90000009536743	2.59999990463257	69.3000030517578	0.800000011920929					
00078726	Roasted veg with avocado	707	6	4.4	24.6	1.5	169	1	0.9	0.36			
0007874298366	Large king cake filled with strawberry and cream cheese											0	
00078832	Berry Medley	226	0.7	0.2	11.9	10.9	54	0.1	0.1	0.04	1.1	100	-4
00078856	Salade crous	649	4.59999990463257	7.59999990463257	16.3999996185303	0.800000011920929	155	1.79999995231628			1.79999995231628		
00078887	Aloe Vera Grape & Apple Juice	155	0.1	0.1	9	8.5	37	0	0.1	0.04	0.1	100	
00078895300024	Panda Brand, Oyster Flavored Sauce	552	0	0	26.32	21.05	132	0	13.10132	5.240528		0	
00078900	0% FAT Greek style blueberry & Raspberry yogurt	423	4.8	2.2	14.9	8.3	101	0.6	0.08	0.032	1.3	0	-1
00078948	100% Freshly Squeezed Orange Juice	197	0.9	0.1	10.4	8.4	47	0.1	0.03	0.012			3
00079	Vitamine C poudre												
00079044	Bruschetta sauce (fresh )	121	0	13.1579	5.2632	5.2632	28.9474	2.6316	1.1842105	0.4736842			
0007905008520	Saucisse de volaille	745	17	11	1.5	0.699999988079071	178	3.20000004768372			2.40000009536743		
00079112	Hoisin duck noodles	481	8.6	4.3	9.8	4.6	115	0.6	0.83	0.332	1.4	16	
00079122112502	Almonds Cookies	2230	6.67	26.67	60	26.67	533	10	0.17018	0.068072	0	0	
00079129		688	6.5	4.6	23.5	8.4		0.5	0.83	0.332	1		
00079150	Tortellini	1670	15.4	10.8	58.5	1.54	400	4.62	1.48	0.594	4.62		10
00079204	Trader joe's, quiche, spinach, mushroom & cheese	1134	11.76	15.29	22.35	3.53	271	8.82	1.0725	0.429	1.8	0	
00079211	Mexicaine Quiche	1230	10.59	20	18.24	1.76	294	10.59	1.1475	0.459	0.6	0	18
0007944441524	Chiliflocken												
00079501	Cesar salad dressing												
00079692													
000799109829	Mont Hagen												
00079945	Festive chocolate roulade	1351	5.9	11.5	48	30.4	323	6.8	0.38	0.152			
00079952	Raw Almonds	2371	20	50	23.333333333333	3.3333333333333	566.66666666667	3.3333333333333	0	0	13.333333333333	0	
00079969	Dry Roasted & Salted Almonds	2510	20	53.333333333333	20	3.3333333333333	600	3.3333333333333	1	0.4	13.3	50	8
00079983	Dry Roasted & Salted Pistachios	2371	20	46.666666666667	30	6.6666666666667	566.66666666667	5	1.125	0.45	10		1
00079990	Dry Roasted Pistachios	2371	20	46.666666666667	26.666666666667	6.6666666666667	566.66666666667	6.6666666666667	0	0			
0008	Cacao Powder												
0008000001218	Lind Milchschokoladekugeln												
0008001000074	Hummus	1046	3.57	25	10.71	0	250	0	1.205	0.482	3.6	0	3
0008001000630	Light garlic hummus	1197	7.14	16.07		3.57	286				7.1	0	
0008001000647	Habanero hummus	1197	10.71	16.07	28.57	7.14	286	0	0.67	0.268	7.1	0	-4
0008001000654	Cool Beans, Catalina Bean Hummus	895	3.57	21.43	10.71	0	214	3.57	1.115	0.446	3.6	0	4
0008001000661	Cool Beans, Red Pepper Hummus	895	3.57	21.43	10.71	0	214	3.57	0.9525	0.381	3.6	0	
00080011295040018674	Spaghetti	1490	12.5	1.3	72	3	356	0.3	0	0	3.2		
0008001200016	Cool Beans, Buffalo Hummus	1197	3.57	25	10.71	0	286	3.57	2.26822	0.907288	3.6	0	13
0008003018916	Home style pasta	1238	11.27	2.82	54.93	1.41	296	0	0.07	0.028	2.8	0	-4
0008003018923	Fettuccine	1238	11.27	2.82	54.93	1.41	296	0	0.07	0.028	2.8	0	-4
0008003018930	Home style pasta, linguine	1238	11.27	2.82	54.93	1.41	296	0	0.07	0.028	2.8	0	-4
0008003019050	Premium cheese filled tortellini pasta	1213	14	9	39	1	290	4.5	0.825	0.33	0	0	5
0008004017123	5cheese ravioli	920	11	6	26	1	220	3	0.525	0.21			
0008004035400	Festivo italian cheese	1213	13	11	32	1	290	6	0.75	0.3			
0008004672605	Macchiato Vanille	1962	18.8999996185303	18.7999992370605	55.5999984741211	55.5	469	11.6999998092651					
0008004925008	tortellini	1172	13	7	40	1	280	4	0.6	0.24			3
0008004925015	Tri-color mozzarella & herb tortelloni	1088	12.6	4.72	40.94	0.79	260	2.76	0.63	0.252	2.4	0	0
0008004950000	Classic ricotta raviolini pasta	1021	14.96	7.09	33.86	1.57	244	3.54	0.61	0.244	5.5	0	-2
0008005098077													
0008005111004	Organic angel hair pasta	1130	11	2.5	55	0	270	0	0.025	0.01	10	0	-7
0008005125193	Organic Tortellini Pasta	1088	10	3	46	1	260	1.5	0.375	0.15	3	0	-3
0008005158306	Nuovo Pasta, Organic Ravioli, Butternut Squash	795	8	2.5	24	1	190	1	0.325	0.13	2	5.88235294117647	-3
0008005159709	Organic kale & white bean ravioli	837	9	4	36	1	200	2	0.55	0.22	3	5.55555555555556	-3
0008005658134	Ravioli Five Cheese	1155	14.96	8.66	34.65	0.79	276	5.51	0.69	0.276	1.6	0	10
0008005912007	Spaghetti pasta	1130	11	2.5	55	0	270	0	0.025	0.01	10	0	-7
0008005913653	Linguine garlic & herb pasta	1130	11	2.5	55	0	270	0.5	0.025	0.01	10	0	-7
0008005914193	Tender Spinach, Whipped Potatoes & Cheddar Cheese In A Pierogi Shell	920	7	6	35	1	220	3	0.5	0.2	2	0	0
0008005914865	Pierogi	1004	6	7	37	1	240	3	0.65	0.26	2	0	1
0008005915008	Fettuccine	1172	10	1.5	54	1	280	1			4		
0008005915190	Spinach fettuccine pasta	1130	11	2.5	55	0	270	0	0.025	0.01	10	0	-7
0008005925007	Tortellini ricotta & parmigiano	1172	33	18	40	1	280	11	0.55	0.22			
0008005925045	Provolone Cheese & Prosciutto												
0008005927001	Classic Cheese Tortelloni	1213	13	9	41	1	290	5	0.85	0.34	3		
0008005930018	Gnocchi classic potato gluten free	795	11	2.5	40	2	190	0.5	1.15	0.46	6	0	-3
0008005930025	Gluten Free Sweet Potato gnocchi	795	4	1	40	4	190	0	0.4	0.16			
0008005935006	Four Cheese	1213	14	11	33	1	290	6	0.85	0.34	2		9
0008005957169	Mushroom & Cheese	377	3.92156862745098	3.52941176470588	10.9803921568627	0.392156862745098	90.1960784313725	1.76470588235294			0.784313725490196		
0008005957190	Ravioli	920	12	8	26	1	220	4	0.575	0.23			
0008005958043	Prosciutto, Peas & Provolone												
0008005958562	Chicken and cheese florentinr ravioli	920	13	6	26	1	220	2.5	0.475	0.19	2		
